"first_name","last_name","age","nba_experience","most_recent_year","games","starts","minutes","points","two_points_made","two_points_attempted","three_points_made","three_points_attempted","free_throws_made","free_throws_attempted","blocked_shot_attempts","offensive_rebounds","defensive_rebounds","assists","screen_assists","turnovers","steals","deflections","loose_balls_recovered","blocked_shots","personal_fouls","personal_fouls_drawn","offensive_fouls","charges_drawn","technical_fouls","flagrant_fouls","ejections","points_off_turnovers","points_in_paint","second_chance_points","fast_break_points","possessions","estimated_possessions","team_possessions","usage_percentage_wa","true_shooting_percentage_wa","three_point_attempt_rate_wa","free_throw_rate_wa","offensive_rebounding_percentage_wa","defensive_rebounding_percentage_wa","total_rebounding_percentage_wa","assist_percentage_wa","steal_percentage_wa","block_percentage_wa","turnover_percentage_wa","internal_box_plus_minus_wa","birth_date","nba_probability","scorer_score","scorer_percentile","shot_blocker_score","shot_blocker_percentile","rebounder_score","rebounder_percentile","assist_to_turnover_ratio","facilitator_score","facilitator_percentile","three_point_percentage","floor_spacer_score","floor_spacer_percentile","two_point_percentage","free_throw_percentage","post_scorer_score","post_scorer_percentile","scorer_tier","post_scorer_tier","rebounder_tier","facilitator_tier","shot_blocker_tier","floor_spacer_tier","steal_pctile","block_pctile","defense_score","defense_percentile"
"Rudy","Colom",28,TRUE,2021,25,10,21.67,10.36,4.12,7,0.16,0.64,1.64,2,0.4,1.88,3.32,0.84,0,1.6,0.52,0,0,0.8,3.04,1.84,0,0,0,0,0,0,0,0,0,36.75,36.75,109.73,23.89,0.62,0.07,0.25,13.56,22.2,16.46,5.89,1.62,4.29,15.96,0.08,1993-10-26,0.417138838890713,3.05291456138376,81.3,4.63344468960533,96.1,3.14161737729549,86.9,0.525,-0.641500124471968,30.7,0.25,0.702759150081315,55.3,0.588571428571429,0.82,1.91571451891671,81.5,"Good","Good","Great","Below Average","Elite","Above Average",0.405570652173913,0.904211956521739,0.654891304347826,76
"Vranjes","Colson",40,FALSE,2014,50,48,26.41,8.44,1.04,2.32,1.6,3.9,1.56,1.86,0.2,0.52,1.96,2.16,0,1.34,0.26,0,0,0.06,2,2.2,0,0,0,0,0,0,0,0,0,46.52,46.52,71.03,15.79,0.6,0.63,0.29,3.11,10.76,7.45,12.96,0.54,0.06,15.94,0,1981-04-03,0.205459587517594,1.88289779335278,67.1,-0.476598026458678,41.7,-0.642433178322536,44.9,1.61194029850746,1.19010813847123,70.2,0.41025641025641,2.82911832219761,85.9,0.448275862068966,0.838709677419355,-0.336048039136987,32.6,"Above Average","Below Average","Below Average","Good","Below Average","Great",0.120923913043478,0.298233695652174,0.209578804347826,15.2
"Lammers","Conger",28,FALSE,2021,29,7,14.26,4.59,1.1,2.38,0.45,1.69,1.03,1.66,0.14,0.83,1.79,0.76,0,0.79,0.24,0,0,0,1.24,1.93,0,0,0,0,0,0,0,0,0,25.45,25.45,87.14,19.59,0.46,0.42,0.39,8.06,17.26,12.88,11.35,0.74,0,14.46,-6.05,1993-12-24,0.214297422194357,-2.98444209765129,15.5,-2.57000599738418,15.2,-0.576936685570487,46.1,0.962025316455696,-0.400890436805223,34.6,0.266272189349112,-2.23353856181575,15.9,0.46218487394958,0.620481927710843,-1.18942549290603,20,"Poor","Poor","Below Average","Below Average","Poor","Poor",0.138586956521739,0,0.0692934782608696,9.2
"Rigo","Conklin",26,FALSE,2021,9,7,26.18,11,2.11,5.22,1.67,3.67,1.78,2.67,0.78,0.22,2,1.22,0,3.67,0.44,0,0,0,1.56,2.89,0,0,0,0,0,0,0,0,0,46.3,46.3,78.6,25.46,0.55,0.41,0.3,0.59,12.26,5.01,8.15,1.08,0,26.71,-8.11,1995-12-21,0.322501466745878,1.50797498601423,60.9,-1.77479362265072,21.7,-0.912577065723582,40.7,0.332425068119891,-2.63344930587634,10,0.455040871934605,1.87489034478035,74.5,0.404214559386973,0.666666666666667,-0.844770258826309,25.5,"Above Average","Below Average","Below Average","Poor","Poor","Good",0.211277173913043,0,0.105638586956522,10.7
"Birkan","Connaughton",32,FALSE,2021,17,9,20.14,5.82,1.12,2.06,0.71,2.53,1.47,1.82,0,1.12,3,0.65,0,1.06,1.12,0,0,0.24,1.53,1.82,0,0,0,0,0,0,0,0,0,37.7,37.7,90.25,15.08,0.54,0.55,0.4,8.65,18.07,13.11,3.99,3.51,1.52,16.42,1.92,1989-03-10,0.093229127503195,-0.539194084924913,32.7,-1.03023045904785,31.5,1.75762496282554,74.3,0.613207547169811,-1.01220835244595,24,0.280632411067194,-0.0460126541330151,40.6,0.54368932038835,0.807692307692308,0.668946988155974,53.7,"Below Average","Above Average","Good","Poor","Below Average","Below Average",0.941576086956522,0.656929347826087,0.799252717391304,92.6
"Gian","Conroy",36,FALSE,2021,9,0,11.28,3.89,1,1.78,0.56,1.22,0.22,0.22,0.11,0.22,0.44,2,0,1,0,0,0,0.11,1,0.44,0,0,0,0,0,0,0,0,0,18.89,18.89,188.03,18.83,0.63,0.41,0.07,2.84,6.48,5.17,34.24,0,1.81,24.4,-5.83,1985-07-22,0.0904975213925093,1.06354998240333,53.8,-2.79098788005613,13.6,-3.50297150456263,9.4,2,-1.01285159536903,24,0.459016393442623,1.62896795400418,71.4,0.561797752808989,1,0.580202093181386,51.5,"Above Average","Above Average","Poor","Poor","Poor","Good",0,0.709239130434783,0.354619565217391,26.1
"Mehmet","Cook",34,TRUE,2017,78,21,19.04,8.81,2.72,5.17,0.51,1.45,1.83,2.32,0.31,0.76,2.62,0.83,0,1.19,0.4,0,0,0.73,2.12,2,0,0,0,0,0,0,0,0,0,34.18,34.18,98.81,21.91,0.58,0.23,0.32,5.53,16.48,11.01,9.34,0.84,3.51,14.42,-1.8,1987-01-16,0.628722678856352,1.5063284123017,60.8,2.10830076782417,82.1,0.722754336519215,64.6,0.697478991596639,-0.294639249887316,36.9,0.351724137931035,0.46159122051752,51.5,0.526112185686654,0.788793103448276,0.783225615859804,56.3,"Above Average","Above Average","Above Average","Below Average","Good","Above Average",0.155570652173913,0.853940217391304,0.504755434782609,51
"Delk","Cooke",31,FALSE,2021,10,4,17.48,2.9,1.3,2.8,0.1,1.3,0,0,0.3,0.4,1.4,1.3,0,1,1,0,0,0,2.2,0.5,0,0,0,0,0,0,0,0,0,31.69,31.69,154.11,14.01,0.35,0.32,0,1.97,10.65,6,13.84,3.34,0,19.61,-5.01,1990-04-05,0.0663421787170341,-6.34622501068118,7.2,-0.184368873183799,46.4,-1.7069440645466,28.1,1.3,-0.859753553848996,26.1,0.0769230769230769,-5.22806488762518,6.5,0.464285714285714,NA,NA,NA,"Poor","Poor","Below Average","Below Average","Below Average","Poor",0.931385869565217,0,0.465692934782609,41.9
"Ehigiator","Cordinier",37,TRUE,2020,86,57,24.86,9.84,3.1,6.49,0.52,1.85,2.06,2.38,0.36,0.53,2.2,3.67,0,1.84,1.15,0,0,0.1,1.49,2.98,0,0,0,0,0,0,0,0,0,45.14,45.14,111.11,21.58,0.53,0.22,0.28,2.94,11.67,6.96,25.9,2.72,0.66,16.31,-0.68,1984-09-07,0.377823078304177,0.601285735059554,46,-1.60744869473444,24,-0.232692148375091,51.4,1.9945652173913,3.19333630104654,92.3,0.281081081081081,-0.599211134934437,33.7,0.477657935285054,0.865546218487395,1.25542292118592,68.6,"Below Average","Above Average","Above Average","Great","Poor","Below Average",0.822690217391304,0.449728260869565,0.636209239130435,73.2
"Awudu","Coronica",32,FALSE,2021,1,0,4.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,9.21,9.21,1051.29,9.88,NA,NA,NA,0,0,0,0,0,0,100,NA,1989-04-09,0.0471729164854456,NA,NA,-0.681376607392213,36.8,-4.48040936598267,0,0,-21.4880681513052,0,NA,NA,NA,NA,NA,NA,NA,"Poor","Poor","Poor","Poor","Below Average","Poor",0,0,0,0
"Alves Benite","Costello",29,FALSE,2021,8,3,20.32,13.25,5,7.75,0,0,3.25,5,0.5,3.62,3.62,1.5,0,2.12,0.75,0,0,0.25,2.88,5.38,0,0,0,0,0,0,0,0,0,36.2,36.2,125.81,28.97,0.67,0,0.65,25.67,21.56,24.67,16.57,2.31,1.45,17.6,6.6,1992-06-01,0.358375730231567,5.31617285301945,96.1,2.35870151034787,84.4,5.59184284823591,96.3,0.707547169811321,-0.112161571546329,41.3,NA,1.49712556044653,68.9,0.645161290322581,0.65,4.98739527199184,99,"Elite","Elite","Elite","Below Average","Good","Above Average",0.709239130434783,0.646059782608696,0.677649456521739,79.7
"Treier","Courby",32,TRUE,2021,278,205,20.71,10.27,2.48,4.72,1.26,3.26,1.54,2.08,0.13,0.94,3.42,0.86,0,1.1,0.71,0,0,0.63,1.62,2.27,0,0,0,0,0,0,0,0,0,37.15,37.15,101.23,23.19,0.58,0.42,0.26,6.6,20.39,13.31,7.59,1.9,3.15,11.1,2.13,1989-05-30,0.900133986707396,2.01219443194828,68.9,0.524483797413914,58.8,2.25310029562868,79.8,0.781818181818182,0.524497334634433,55.6,0.386503067484663,1.79377094595123,73.7,0.525423728813559,0.740384615384615,0.750751540406072,55.6,"Above Average","Above Average","Good","Above Average","Above Average","Good",0.540760869565217,0.839673913043478,0.690217391304348,81.9
"Giannoulis","Cournooh",30,TRUE,2017,49,31,24.05,12.06,3.98,7.51,0.63,1.84,2.2,3.12,0.24,1.86,4.02,0.73,0,1.53,0.31,0,0,1.16,2.27,2.61,0,0,0,0,0,0,0,0,0,44.69,44.69,103.37,22.16,0.56,0.15,0.34,9.31,19.33,15.02,5.24,0.99,5.55,13.37,0.51,1991-09-29,0.652569248998078,2.12763172753976,70.5,3.94863639850415,94,4.28153623908656,93.1,0.477124183006536,-0.187109929576864,39.5,0.342391304347826,0.243314075870486,46.4,0.529960053262317,0.705128205128205,1.23203938788627,67.8,"Good","Above Average","Great","Below Average","Great","Below Average",0.188858695652174,0.945652173913043,0.567255434782609,62
"Melli","Cousins",32,FALSE,2015,2,2,27,6.5,2,5.5,0.5,2.5,1,1.5,0.5,1,2.5,2.5,0,2,0.5,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,48.76,48.76,1083.46,19.51,0.38,0.31,0.19,5.04,8.8,9,18.11,1.34,0,18.76,-6.81,1989-01-04,0.47767555571353,-4.34173168456243,10.7,-3.16641527843428,9.4,0.792744631941439,65.5,1.25,1.00017462148204,66.1,0.2,-3.87043018298589,9.2,0.363636363636364,0.666666666666667,-2.53497499300015,8.4,"Poor","Poor","Above Average","Above Average","Poor","Poor",0.292119565217391,0,0.146059782608696,12.5
"Alec","Covington",27,FALSE,2021,1,0,10.25,1,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,18.2,18.2,996.81,8.69,0.57,NA,NA,10.32,13.42,12.36,0,0,21.41,53.19,NA,1994-03-13,0.377403510063361,-1.45209246115147,24.4,6.14457609039227,98.6,-1.69801925155765,28.2,0,-10.5241567987378,0.7,NA,-0.660003943135618,31.6,NA,0.5,NA,NA,"Poor","Poor","Below Average","Poor","Elite","Below Average",0,1,0.5,50.5
"Dahntay","Crabbe",20,FALSE,2021,1,0,2.3,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,734.83,63.98,0.5,0,0,0,0,0,0,0,0,33.33,-39.24,2001-08-25,0.106519921732356,-2.87229794948486,16.1,-5.65145394947635,0,-4.48040936598267,0,0,-5.87251656242094,2.3,NA,-2.16999459564312,16,0.5,NA,NA,NA,"Poor","Poor","Poor","Poor","Poor","Poor",0,0,0,0
"Frankamp","Craft",20,TRUE,2019,8,2,14.89,6.88,2.38,3.25,0.5,2,0.62,1,0.25,0.75,2,0.62,0,1.25,0.88,0,0,0.5,2.25,0.62,0,0,0,0,0,0,0,0,0,26.69,26.69,143.37,23.06,0.6,0.38,0.19,6.93,19.94,12.58,6.86,3.15,4.09,18.01,0.88,2001-01-01,0.141474157628288,1.34238341619617,58.1,1.64637123481443,76.4,-0.317980210581332,50.1,0.496,-1.42614163340133,18.8,0.25,0.875254724894834,57.9,0.732307692307692,0.62,1.97578774777056,82.5,"Above Average","Good","Above Average","Poor","Good","Above Average",0.913722826086957,0.886548913043478,0.900135869565217,98.4
"Donda","Craig",30,FALSE,2021,1,0,14,2,1,1,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26.18,26.18,1271.78,16.86,0.2,0.8,0,0,38.51,21.79,0,0,0,0,-19.31,1991-05-28,0.591541426558224,-10.4438225070582,3.3,1.80366206364986,78.1,3.82213691234762,90.9,NA,1.93408812420743,81.3,0,-8.64138310638956,3.2,1,NA,NA,NA,"Poor","Poor","Great","Good","Good","Poor",0,0,0,0
"Carter","Crawford",24,FALSE,2021,14,7,22.94,7,1.14,2,1.14,3.5,1.29,1.57,0.29,1.79,3.21,1.07,0,0.86,1.07,0,0,0.21,1.07,1.64,0,0,0,0,0,0,0,0,0,43.8,43.8,114.54,13.8,0.57,0.64,0.29,8.94,20.97,15.75,6.2,2.36,1.55,12.16,2.59,1997-06-02,0.0690390024945661,0.626808989450882,46.3,-2.27573753819396,17.2,2.85799208188392,84.1,1.24418604651163,0.566869451337105,56.6,0.325714285714286,1.36490923952362,66.7,0.57,0.821656050955414,0.976226764839241,60.7,"Below Average","Above Average","Good","Above Average","Poor","Above Average",0.723505434782609,0.666440217391304,0.694972826086957,82.5
"Divac","Creek",22,FALSE,2021,20,3,13.8,3.45,1.1,2.7,0,0.25,1.25,1.95,0.2,0.75,1.6,0.35,0,0.55,0.45,0,0,0.45,2.4,1.9,0,0,0,0,0,0,0,0,0,25.28,25.28,73.73,15.37,0.45,0.08,0.66,8.19,15.96,11.84,2.38,2.22,2.68,12.62,-4.51,1999-08-28,0.132752444417106,-3.63181752518485,12.6,1.84847821802612,79.3,-0.982183912847755,39.7,0.636363636363636,-0.537376375723758,32.3,0,-3.24855934743419,10.8,0.407407407407407,0.641025641025641,-1.93482160383427,12.1,"Poor","Poor","Below Average","Below Average","Good","Poor",0.670516304347826,0.797554347826087,0.734035326086957,86.9
"Koenig","Crescenzi",35,FALSE,2012,13,8,24.18,8.31,2.85,5.85,0.31,1.38,1.69,2.62,0.46,1.54,4.08,0.77,0,0.77,0.69,0,0,0.23,1.92,2.38,0,0,0,0,0,0,0,0,0,41.8,41.8,74.46,18.62,0.5,0.19,0.36,8.37,23.1,16.49,5.55,1.73,1.1,8.41,-0.56,1986-05-05,0.525936168186038,-0.685986590601381,31.1,-0.0951951408303625,48.2,4.02216491962365,92,1,1.02999034992154,66.9,0.22463768115942,-1.61936030913052,19.8,0.487179487179487,0.645038167938931,-0.00561675806755824,38.9,"Below Average","Below Average","Great","Above Average","Below Average","Poor",0.461277173913043,0.56929347826087,0.515285326086957,53.2
"Dolinin","Crispin",35,TRUE,2015,36,12,16.13,6.06,0.72,1.69,1.17,2.97,1.11,1.31,0.08,0.28,1.33,1.14,0,1.17,0.67,0,0,0.14,1.81,1.44,0,0,0,0,0,0,0,0,0,28.48,28.48,195.09,19.7,0.58,0.64,0.27,2.29,10.12,6.38,12.83,2.57,1,18.19,1.19,1986-07-29,0.206717270233405,0.553498580775625,45.5,-0.675717266045291,38.2,-1.9578054154943,25,0.974358974358974,-0.748604247668607,28.1,0.393939393939394,1.63390937889918,71.5,0.42603550295858,0.847328244274809,-1.30618195856765,18.7,"Below Average","Poor","Below Average","Below Average","Below Average","Good",0.782608695652174,0.542798913043478,0.662703804347826,77.6
"Clarke","Cross",28,TRUE,2020,27,1,11.07,2.56,0.33,1,0.48,1.3,0.44,0.56,0.04,0.19,0.74,0.85,0,0.85,0.63,0,0,0.07,1,0.74,0,0,0,0,0,0,0,0,0,19.72,19.72,77.22,14.67,0.5,0.56,0.24,1.47,10.17,4.65,13.45,3.63,0.95,25.11,-1.42,1993-03-13,0.0775768147049286,-2.67826714742864,17.2,-2.92750693401182,12.5,-3.03847515362559,13.2,1,-2.77078709162313,9.5,0.369230769230769,-1.31739957136555,22.4,0.33,0.785714285714286,-3.63539805351139,5.3,"Poor","Poor","Poor","Poor","Poor","Poor",0.949728260869565,0.529211956521739,0.739470108695652,87.6
"Walter","Crotty",32,TRUE,2017,61,12,21.72,9.34,2.49,4.89,1.1,2.64,1.07,1.21,0.16,1.28,2.8,0.75,0,0.93,0.74,0,0,0.07,2.34,1.67,0,0,0,0,0,0,0,0,0,38.52,38.52,125.69,20.62,0.58,0.36,0.16,8.5,17.98,12.81,6.06,1.94,0.2,10.43,0.26,1989-02-13,0.389496640517527,1.68996470710491,63.4,0.402444885184547,56.5,1.60502404909377,72.6,0.806451612903226,0.529182129039694,55.7,0.416666666666667,1.50957260452537,69.6,0.50920245398773,0.884297520661157,0.611460799459413,52,"Above Average","Above Average","Good","Above Average","Above Average","Above Average",0.561141304347826,0.330842391304348,0.445991847826087,38.9
"Dickens","Cummings",29,TRUE,2020,122,58,16.22,6.19,1.34,2.82,0.7,1.98,1.39,1.76,0.2,0.37,1.81,0.75,0,0.91,0.54,0,0,0.13,1.59,1.36,0,0,0,0,0,0,0,0,0,28.3,28.3,81.94,19.77,0.55,0.42,0.37,3.09,14.83,8.81,8.25,2.05,1.09,14.05,-2.45,1992-08-25,0.517307869080468,-0.158611010218656,36.4,-1.25655553716347,28,-1.05979169548629,38.5,0.824175824175824,-0.318699928133864,36.2,0.353535353535354,0.151937899886084,44.1,0.475177304964539,0.789772727272727,-0.732820879876823,27.2,"Below Average","Below Average","Below Average","Below Average","Below Average","Below Average",0.60258152173913,0.563858695652174,0.583220108695652,64.9
"Raieste","Cunningham",30,FALSE,2021,3,0,19.71,6.67,0,1,1.67,4,1.67,1.67,0,0.67,1.67,3,0,1.33,1,0,0,0.33,3,2,0,0,0,0,0,0,0,0,0,35.1,35.1,240.38,17.95,0.58,0.8,0.33,5.74,12.61,9.1,25.33,2.96,2.05,18.87,2.39,1991-09-10,0.0732792383266258,0.764853561586864,48.7,2.9299442587843,88.3,-0.955698733651848,40.1,2.25563909774436,1.66642685249113,78,0.4175,2.52202919585499,83,0,1,-6.82447380337362,1.1,"Below Average","Poor","Below Average","Good","Great","Good",0.886548913043478,0.737092391304348,0.811820652173913,94
"Christon","Curry",33,FALSE,2021,7,7,26.45,8.29,3.57,6.71,0,0,1.14,1.57,0.43,2.43,3.43,0.86,0,1.43,1.14,0,0,0.71,1.71,1.86,0,0,0,0,0,0,0,0,0,47.99,47.99,104.98,16.38,0.56,0,0.23,12.67,17.27,15.1,7.34,2.81,2.38,16.17,0.55,1988-12-08,0.129601584476146,0.82138864941128,50.1,1.02117538571908,67.4,3.94130786773619,91.5,0.601398601398601,-0.663005988534059,30.1,NA,-0.875716893493831,28.1,0.53204172876304,0.726114649681529,0.671885659388176,53.7,"Above Average","Above Average","Great","Below Average","Above Average","Below Average",0.847146739130435,0.77445652173913,0.810801630434783,93.8
"Tommaso","Czerapowicz",26,FALSE,2021,23,7,18.41,7.48,0.91,2.35,1.48,3.43,1.22,1.39,0.22,0.52,1.43,0.61,0,0.87,0.87,0,0,0.04,1.26,1.3,0,0,0,0,0,0,0,0,0,30.84,30.84,73.58,20.45,0.58,0.59,0.24,4.24,10.59,6.99,5.81,2.88,0.85,11.97,-0.82,1995-10-10,0.162548785100649,1.04550525741818,53.6,-2.38378617000765,16.5,-1.52250308382555,31.5,0.701149425287356,-0.025283726418605,43.5,0.431486880466472,2.18454366541178,79.2,0.387234042553191,0.877697841726619,-1.82226013222242,13.1,"Above Average","Poor","Below Average","Below Average","Poor","Good",0.86616847826087,0.502038043478261,0.684103260869565,80.8
"Ed","Czyz",24,FALSE,2021,13,1,17.89,4.15,0.54,1.62,0.92,2.54,0.31,0.69,0.08,0.31,2,1.85,0,0.92,0.38,0,0,0,1.62,0.92,0,0,0,0,0,0,0,0,0,32.2,32.2,71.99,14.7,0.47,0.61,0.17,2.18,14.95,8.53,16.85,1.64,0,17.15,-2.93,1997-01-02,0.0985389291421639,-2.88451071877635,15.9,-1.6256913023882,23.8,-0.811607788435275,42.7,2.01086956521739,0.477649753731988,54.2,0.362204724409449,-1.18299298351908,24.4,0.333333333333333,0.449275362318841,-4.70183359649601,3.1,"Poor","Poor","Below Average","Above Average","Poor","Poor",0.41508152173913,0,0.207540760869565,15.1
"Lonnie","Dalembert",39,FALSE,2014,39,12,29.43,14.74,3.03,5.38,1.74,5.03,3.46,4.15,0.31,0.72,6.23,3.56,0,3.1,0.85,0,0,0.18,2.49,4.82,0,0,0,0,0,0,0,0,0,53.13,53.13,111.16,25.18,0.6,0.48,0.38,2.57,27.48,15.87,24.22,1.93,1.02,20.46,3.36,1982-10-13,0.683294339965827,4.06574431648526,90.3,1.150628084219,69.6,6.67231751512333,98.2,1.14838709677419,2.06907316297209,85.3,0.345924453280318,3.07779187094523,88.2,0.563197026022305,0.833734939759036,3.77809170366356,96.7,"Great","Elite","Elite","Great","Above Average","Great",0.555027173913043,0.548913043478261,0.551970108695652,59
"Colin","Dampier",35,FALSE,2021,25,25,23.27,4.28,0.76,1.36,0.68,1.8,0.72,0.96,0.12,0.8,1.96,1.2,0,0.72,0.64,0,0,0.4,2,0.96,0,0,0,0,0,0,0,0,0,40.28,40.28,70.96,8.95,0.6,0.57,0.3,3.68,10.57,6.78,9.34,1.93,2.27,16.73,2.2,1986-09-24,0.0810840213683699,0.441526120935149,43.9,0.683813932164684,62.2,-0.328306537870026,49.8,1.66666666666667,-0.323598773696663,35.9,0.377777777777778,1.19497785899892,64.3,0.558823529411765,0.75,-0.0785049193696552,37.4,"Below Average","Below Average","Below Average","Below Average","Above Average","Above Average",0.555027173913043,0.760869565217391,0.657948369565217,76.7
"Bost","Daniels",28,FALSE,2021,18,5,18.4,7,1.72,3.78,0.56,2,1.89,2.28,0.56,0.28,1.44,4.78,0,2.11,0.72,0,0,0.06,2.39,3.22,0,0,0,0,0,0,0,0,0,33.03,33.03,132.02,23.61,0.51,0.34,0.38,2.79,11.01,6.49,39.55,2.17,0.14,24.02,-2.36,1993-05-07,0.136740904893746,-0.887495922063784,28.8,0.492567055247729,58.1,-1.77514939737104,27.6,2.2654028436019,2.9237649106695,91,0.28,-0.959587450294402,27.4,0.455026455026455,0.828947368421053,0.683122953210257,54,"Below Average","Above Average","Below Average","Great","Above Average","Below Average",0.648777173913043,0.315217391304348,0.481997282608696,45.1
"Wesley","Darling",29,FALSE,2021,5,1,14.7,4.8,1.6,3.2,0.2,0.4,1,1.4,0.8,1,1,1.2,0,0.4,0.6,0,0,0.2,2.2,1.2,0,0,0,0,0,0,0,0,0,27.51,27.51,314.35,14.36,0.57,0.11,0.39,8.49,8.83,8.97,15.13,1.88,1.9,8.67,0.78,1992-08-18,0.0652972604854808,-0.135454875769982,36.6,0.49822639659465,58.2,-1.69801925155765,28.2,3,1.56422702210966,75.7,0.5,-0.304756016353295,37,0.5,0.714285714285714,-0.739531522781718,27.1,"Below Average","Below Average","Below Average","Good","Above Average","Below Average",0.52445652173913,0.720788043478261,0.622622282608696,70.9
"Ledo","Dary-Sagnes",33,TRUE,2021,241,134,21.06,10.85,2.44,4.56,1.59,4.14,1.2,1.38,0.27,0.29,1.59,1.93,0,1.37,0.63,0,0,0.33,2.18,1.75,0,0,0,0,0,0,0,0,0,37.78,37.78,78.62,24.71,0.58,0.48,0.16,2.21,9.94,6.61,16.51,1.68,1.78,12.74,1.94,1988-04-13,0.878942572137104,2.21315490550651,71.6,0.8922125485298,66,-1.51485420043354,31.6,1.40875912408759,1.62128950194804,76.9,0.384057971014493,2.37993002514206,82,0.535087719298246,0.869565217391304,0.978003829462548,60.9,"Good","Above Average","Below Average","Good","Above Average","Good",0.439538043478261,0.704483695652174,0.572010869565217,62.8
"Del Val Garcia","Datome",38,TRUE,2013,6,1,23.92,14.67,5.33,9,0,0.17,4,6,0,1.17,3.33,0.5,0,3.5,0.83,0,0,0.33,3.17,4.33,0,0,0,0,0,0,0,0,0,44.49,44.49,74.39,30.39,0.62,0.02,0.65,7.64,17.83,13.74,2.59,1.97,1.98,22.87,-5.29,1983-12-07,0.597868089089509,4.54625877006645,93.1,3.35240083286145,91.1,2.36168706013329,80.7,0.142857142857143,-2.73054241309016,9.8,0,0.418560808655457,49.7,0.592222222222222,0.666666666666667,3.54135362656534,95.6,"Great","Elite","Good","Poor","Great","Below Average",0.575407608695652,0.730298913043478,0.652853260869565,75.7
"Dulkys","Daval-Braquet",21,FALSE,2021,1,0,2.32,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.08,4.08,1564.84,18.83,1.14,NA,NA,63.63,0,30.99,0,0,0,0,NA,2000-07-23,0.00536618904424258,13.2802877733383,99.8,-5.65145394947635,0,-3.35852850722371,10.6,NA,1.93408812420743,81.3,NA,11.6356342272826,99.9,NA,1,NA,NA,"Elite","Poor","Poor","Good","Poor","Elite",0,0,0,0
"Flaccadori","David",29,TRUE,2021,26,11,25.49,11.15,3.58,7.04,0.5,1.62,2.5,3.62,0.5,1.23,1.92,1.15,0,1.08,0.85,0,0,0.15,2.35,3.08,0,0,0,0,0,0,0,0,0,45.23,45.23,87.21,21.08,0.54,0.2,0.41,5.7,10.89,7.24,9.2,1.84,0.66,9.53,1.01,1992-05-21,0.433288789141976,1.30756337036018,57.2,0.700333379806348,62.6,0.0876818611696861,56.7,1.06481481481481,1.29359481784903,72.1,0.308641975308642,-0.419022977254454,35.6,0.508522727272727,0.69060773480663,1.17285766001018,65.5,"Above Average","Above Average","Above Average","Good","Above Average","Below Average",0.507472826086957,0.449728260869565,0.478600543478261,44.4
"Vincent","Davidson",28,FALSE,2021,14,12,23.84,8.43,3.43,5.79,0.14,1.14,1.14,1.5,0.36,2.93,3.71,0.93,0,1.36,0.86,0,0,0.43,2.79,1.71,0,0,0,0,0,0,0,0,0,42.95,42.95,72.07,17.91,0.56,0.16,0.22,14.86,18.7,17.08,7.49,2.08,2.22,15.17,2.27,1993-06-28,0.159573620687318,0.869896349925335,50.8,2.74938377275469,87.1,4.96719088870217,94.9,0.683823529411765,-0.33190210137123,35.6,0.12280701754386,-0.627043344746205,33.1,0.592400690846287,0.76,1.5132202548784,74.1,"Above Average","Good","Great","Below Average","Great","Below Average",0.618885869565217,0.754076086956522,0.68648097826087,81.2
"Hansbrough","Davis",39,FALSE,2021,4,0,7.5,1.5,0,0.25,0.5,2,0,0,0,0,0.5,0.25,0,0.25,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.63,13.63,347.62,16.12,0.33,0.89,0,0,8.1,3.65,7,2,0,10,-7.88,1982-05-25,0.0842067022991996,-7.33607031965995,5.6,-3.16641527843428,9.4,-3.65015473814964,7.7,1,-0.0621192018877581,42.8,0.25,-4.94899493477697,7.2,0,NA,NA,NA,"Poor","Poor","Poor","Below Average","Poor","Poor",0.586277173913043,0,0.293138586956522,20.2
"Oyedeji","Dawkins",35,FALSE,2016,17,13,29.88,11.06,3.12,7.24,1.29,4.41,0.94,1.06,0.24,1.06,3.82,2.18,0,2.94,1.53,0,0,0.53,2.71,1.59,0,0,0,0,0,0,0,0,0,55.14,55.14,158.58,23.73,0.46,0.38,0.09,5.61,15.4,10.4,13.36,2.83,2,19.35,-2.03,1986-10-31,0.383097822343905,-0.742693366751746,30.5,2.89187831396054,88.2,3.05192970094617,85.7,0.741496598639456,0.419093273592732,53,0.292517006802721,-0.741497269329998,30.5,0.430939226519337,0.886792452830189,-0.397405222877584,31.3,"Below Average","Below Average","Great","Above Average","Great","Below Average",0.854619565217391,0.732336956521739,0.793478260869565,92.1
